pheromDecay,uniformedCorr,infomredCorr,travelGiveUp,searchGiveUp,pheromLaying,chargeLeave,chargeReturn,siteFidelity
0.000823,0.481555,0.095553,0,0,20,0.871224,0.779234,0
Date-time,numTagsFound,numObstacleCalls,numDeadRobots
20150305_12:29:01,0,0,TBD
20150305_12:29:02,0,0,TBD
20150305_12:29:03,0,0,TBD
20150305_12:29:04,0,0,TBD
20150305_12:29:05,0,0,TBD
20150305_12:29:06,0,0,TBD
20150305_12:29:07,0,0,TBD
20150305_12:29:08,0,0,TBD
20150305_12:29:09,0,0,TBD
20150305_12:29:10,0,0,TBD
20150305_12:29:11,0,0,TBD
20150305_12:29:12,0,0,TBD
20150305_12:29:13,0,0,TBD
20150305_12:29:14,0,0,TBD
20150305_12:29:15,0,0,TBD
20150305_12:29:16,0,0,TBD
20150305_12:29:17,0,0,TBD
20150305_12:29:18,0,0,TBD
20150305_12:29:19,0,0,TBD
20150305_12:29:20,0,0,TBD
20150305_12:29:21,0,0,TBD
20150305_12:29:22,0,0,TBD
20150305_12:29:23,0,0,TBD
20150305_12:29:24,0,0,TBD
20150305_12:29:25,0,0,TBD
20150305_12:29:26,0,0,TBD
20150305_12:29:27,0,0,TBD
20150305_12:29:28,0,0,TBD
20150305_12:29:29,0,0,TBD
20150305_12:29:30,0,0,TBD
20150305_12:29:31,0,0,TBD
20150305_12:29:32,0,0,TBD
20150305_12:29:33,0,0,TBD
20150305_12:29:34,0,0,TBD
20150305_12:29:35,0,0,TBD
20150305_12:29:36,0,0,TBD
20150305_12:29:37,0,0,TBD
20150305_12:29:38,0,0,TBD
20150305_12:29:39,0,0,TBD
20150305_12:29:40,0,0,TBD
20150305_12:29:41,0,0,TBD
20150305_12:29:42,0,0,TBD
20150305_12:29:43,0,0,TBD
20150305_12:29:44,0,0,TBD
20150305_12:29:45,0,0,TBD
20150305_12:29:46,0,0,TBD
20150305_12:29:47,0,0,TBD
20150305_12:29:48,0,0,TBD
20150305_12:29:49,1,0,TBD
20150305_12:29:50,1,0,TBD
20150305_12:29:51,1,0,TBD
20150305_12:29:52,1,0,TBD
20150305_12:29:53,1,0,TBD
20150305_12:29:54,1,0,TBD
20150305_12:29:55,1,0,TBD
20150305_12:29:56,1,0,TBD
20150305_12:29:57,1,0,TBD
20150305_12:29:58,1,0,TBD
20150305_12:29:59,1,0,TBD
20150305_12:30:00,1,0,TBD
20150305_12:30:01,1,0,TBD
20150305_12:30:02,1,0,TBD
20150305_12:30:03,1,0,TBD
20150305_12:30:04,1,0,TBD
20150305_12:30:05,1,0,TBD
20150305_12:30:06,1,0,TBD
20150305_12:30:07,1,0,TBD
20150305_12:30:08,1,0,TBD
20150305_12:30:09,1,0,TBD
20150305_12:30:10,1,0,TBD
20150305_12:30:11,1,0,TBD
20150305_12:30:12,1,0,TBD
20150305_12:30:13,1,0,TBD
20150305_12:30:14,1,0,TBD
20150305_12:30:15,1,0,TBD
20150305_12:30:16,1,0,TBD
20150305_12:30:17,1,0,TBD
20150305_12:30:18,1,0,TBD
