pheromDecay,uniformedCorr,infomredCorr,travelGiveUp,searchGiveUp,pheromLaying,chargeLeave,chargeReturn,siteFidelity
0.000823,0.481555,0.095553,0.41757,0.00902,0.410032,0.871224,0.779234,16.0498
Date-time,numTagsFound,numObstacleCalls,numDeadRobots
20150304_10:33:38,0,0,TBD
20150304_10:33:39,0,0,TBD
20150304_10:33:40,0,0,TBD
20150304_10:33:41,0,0,TBD
20150304_10:33:42,0,0,TBD
20150304_10:33:43,0,0,TBD
20150304_10:33:44,0,0,TBD
20150304_10:33:45,0,0,TBD
20150304_10:33:46,0,0,TBD
20150304_10:33:47,0,0,TBD
20150304_10:33:48,0,0,TBD
20150304_10:33:49,0,0,TBD
20150304_10:33:50,0,0,TBD
20150304_10:33:51,0,0,TBD
20150304_10:33:52,0,0,TBD
20150304_10:33:53,0,0,TBD
20150304_10:33:54,0,0,TBD
20150304_10:33:55,0,0,TBD
20150304_10:33:56,0,0,TBD
20150304_10:33:57,0,0,TBD
20150304_10:33:58,0,0,TBD
20150304_10:33:59,0,0,TBD
20150304_10:34:00,0,0,TBD
20150304_10:34:01,0,0,TBD
20150304_10:34:02,0,0,TBD
20150304_10:34:03,0,0,TBD
20150304_10:34:04,0,0,TBD
20150304_10:34:05,0,0,TBD
20150304_10:34:06,0,0,TBD
20150304_10:34:07,0,0,TBD
20150304_10:34:08,0,0,TBD
20150304_10:34:09,0,0,TBD
20150304_10:34:10,0,0,TBD
20150304_10:34:11,0,0,TBD
20150304_10:34:12,0,0,TBD
20150304_10:34:13,0,0,TBD
20150304_10:34:14,0,0,TBD
20150304_10:34:15,0,0,TBD
20150304_10:34:16,0,0,TBD
20150304_10:34:17,0,0,TBD
20150304_10:34:18,0,0,TBD
20150304_10:34:19,0,0,TBD
20150304_10:34:20,0,0,TBD
20150304_10:34:21,0,0,TBD
20150304_10:34:22,0,0,TBD
20150304_10:34:23,0,0,TBD
20150304_10:34:24,0,0,TBD
20150304_10:34:25,0,0,TBD
20150304_10:34:26,0,0,TBD
20150304_10:34:27,0,0,TBD
20150304_10:34:28,0,0,TBD
20150304_10:34:29,0,0,TBD
20150304_10:34:30,0,0,TBD
20150304_10:34:31,0,0,TBD
20150304_10:34:32,0,0,TBD
20150304_10:34:33,0,0,TBD
20150304_10:34:34,0,0,TBD
20150304_10:34:35,0,0,TBD
20150304_10:34:36,0,0,TBD
20150304_10:34:37,0,0,TBD
20150304_10:34:38,0,0,TBD
