pheromDecay,uniformedCorr,infomredCorr,travelGiveUp,searchGiveUp,pheromLaying,chargeLeave,chargeReturn,siteFidelity
0.000823,0.481555,0.095553,0,0,20,0.871224,0.779234,0
Date-time,numTagsFound,numObstacleCalls,numDeadRobots
20150305_12:31:06,0,0,TBD
20150305_12:31:07,0,0,TBD
20150305_12:31:08,0,0,TBD
20150305_12:31:09,0,0,TBD
20150305_12:31:10,0,0,TBD
20150305_12:31:11,0,0,TBD
20150305_12:31:12,0,0,TBD
20150305_12:31:13,0,0,TBD
20150305_12:31:14,0,0,TBD
20150305_12:31:15,0,0,TBD
20150305_12:31:16,0,0,TBD
20150305_12:31:17,0,0,TBD
20150305_12:31:18,0,0,TBD
20150305_12:31:19,0,0,TBD
20150305_12:31:20,0,0,TBD
20150305_12:31:21,0,0,TBD
20150305_12:31:22,0,0,TBD
20150305_12:31:23,0,0,TBD
20150305_12:31:24,0,0,TBD
20150305_12:31:25,0,0,TBD
20150305_12:31:26,0,0,TBD
20150305_12:31:27,0,0,TBD
20150305_12:31:28,0,0,TBD
20150305_12:31:29,0,0,TBD
20150305_12:31:30,0,0,TBD
20150305_12:31:31,0,0,TBD
20150305_12:31:32,0,0,TBD
20150305_12:31:33,0,0,TBD
20150305_12:31:34,0,0,TBD
20150305_12:31:35,0,0,TBD
20150305_12:31:36,0,0,TBD
20150305_12:31:37,0,0,TBD
20150305_12:31:38,0,0,TBD
20150305_12:31:39,0,0,TBD
20150305_12:31:40,0,0,TBD
20150305_12:31:41,0,0,TBD
20150305_12:31:42,0,0,TBD
20150305_12:31:43,0,0,TBD
20150305_12:31:44,0,0,TBD
20150305_12:31:45,0,0,TBD
20150305_12:31:46,0,0,TBD
20150305_12:31:47,0,0,TBD
20150305_12:31:48,0,0,TBD
20150305_12:31:49,0,0,TBD
20150305_12:31:50,0,0,TBD
20150305_12:31:51,1,0,TBD
20150305_12:31:52,1,0,TBD
20150305_12:31:53,1,0,TBD
20150305_12:31:54,1,0,TBD
20150305_12:31:55,1,0,TBD
20150305_12:31:56,1,0,TBD
20150305_12:31:57,1,0,TBD
20150305_12:31:58,1,0,TBD
20150305_12:31:59,1,0,TBD
20150305_12:32:00,1,0,TBD
20150305_12:32:01,1,0,TBD
20150305_12:32:02,1,0,TBD
20150305_12:32:03,1,0,TBD
20150305_12:32:04,1,0,TBD
20150305_12:32:05,1,0,TBD
20150305_12:32:06,1,0,TBD
20150305_12:32:07,1,0,TBD
20150305_12:32:08,1,0,TBD
20150305_12:32:09,1,0,TBD
20150305_12:32:10,1,0,TBD
20150305_12:32:11,1,0,TBD
20150305_12:32:12,1,0,TBD
20150305_12:32:13,1,0,TBD
20150305_12:32:14,1,0,TBD
20150305_12:32:15,1,0,TBD
20150305_12:32:16,1,0,TBD
20150305_12:32:17,1,0,TBD
20150305_12:32:18,1,0,TBD
20150305_12:32:19,1,0,TBD
20150305_12:32:20,1,0,TBD
20150305_12:32:21,1,0,TBD
20150305_12:32:22,1,0,TBD
20150305_12:32:23,1,0,TBD
20150305_12:32:24,1,0,TBD
20150305_12:32:25,1,0,TBD
20150305_12:32:26,1,0,TBD
20150305_12:32:27,1,0,TBD
20150305_12:32:28,1,0,TBD
20150305_12:32:29,1,0,TBD
20150305_12:32:30,1,0,TBD
20150305_12:32:31,1,0,TBD
20150305_12:32:32,1,0,TBD
20150305_12:32:33,1,0,TBD
20150305_12:32:34,1,0,TBD
20150305_12:32:35,1,0,TBD
20150305_12:32:36,1,0,TBD
20150305_12:32:37,1,0,TBD
20150305_12:32:38,1,0,TBD
20150305_12:32:39,1,0,TBD
20150305_12:32:40,1,0,TBD
20150305_12:32:41,1,0,TBD
20150305_12:32:42,1,0,TBD
20150305_12:32:43,1,0,TBD
20150305_12:32:44,1,0,TBD
20150305_12:32:45,1,0,TBD
20150305_12:32:46,1,0,TBD
20150305_12:32:47,1,0,TBD
20150305_12:32:48,1,0,TBD
20150305_12:32:49,1,0,TBD
20150305_12:32:50,1,0,TBD
20150305_12:32:51,1,0,TBD
20150305_12:32:52,1,0,TBD
20150305_12:32:53,1,0,TBD
20150305_12:32:54,1,0,TBD
20150305_12:32:55,1,0,TBD
20150305_12:32:56,1,0,TBD
20150305_12:32:57,1,0,TBD
20150305_12:32:58,1,0,TBD
20150305_12:32:59,1,0,TBD
20150305_12:33:00,1,0,TBD
20150305_12:33:01,1,0,TBD
20150305_12:33:02,1,0,TBD
20150305_12:33:03,1,0,TBD
20150305_12:33:04,1,0,TBD
20150305_12:33:05,1,0,TBD
20150305_12:33:06,1,0,TBD
20150305_12:33:07,1,0,TBD
20150305_12:33:08,1,0,TBD
20150305_12:33:09,1,0,TBD
20150305_12:33:10,1,0,TBD
20150305_12:33:11,1,0,TBD
20150305_12:33:12,1,0,TBD
20150305_12:33:13,1,0,TBD
20150305_12:33:14,1,0,TBD
20150305_12:33:15,1,0,TBD
20150305_12:33:16,1,0,TBD
20150305_12:33:17,1,0,TBD
20150305_12:33:18,1,0,TBD
20150305_12:33:19,1,0,TBD
20150305_12:33:20,1,0,TBD
20150305_12:33:21,1,0,TBD
20150305_12:33:22,1,0,TBD
20150305_12:33:23,1,0,TBD
20150305_12:33:24,1,0,TBD
20150305_12:33:25,1,0,TBD
20150305_12:33:26,1,0,TBD
20150305_12:33:27,1,0,TBD
20150305_12:33:28,1,0,TBD
20150305_12:33:29,1,0,TBD
20150305_12:33:30,1,0,TBD
20150305_12:33:31,1,0,TBD
